Type,id,transforms--timedata,transforms--constraints--BalanceConstraint,transforms--nh3_production,transforms--electricity_consumption,transforms--capture_rate,transforms--co2_content,transforms--emission_rate,edges--biomass_edge--commodity,edges--biomass_edge--unidirectional,edges--biomass_edge--has_capacity,edges--biomass_edge--can_expand,edges--biomass_edge--can_retire,edges--biomass_edge--integer_decisions,edges--biomass_edge--constraints--CapacityConstraint,edges--biomass_edge--start_vertex,edges--biomass_edge--capacity_size,edges--biomass_edge--investment_cost,edges--biomass_edge--fixed_om_cost,edges--biomass_edge--variable_om_cost,edges--biomass_edge--existing_capacity,edges--biomass_edge--availability--timeseries--path,edges--biomass_edge--availability--timeseries--header,edges--nh3_edge--commodity,edges--nh3_edge--unidirectional,edges--nh3_edge--has_capacity,edges--nh3_edge--end_vertex,edges--elec_edge--commodity,edges--elec_edge--unidirectional,edges--elec_edge--has_capacity,edges--elec_edge--start_vertex,edges--co2_edge--commodity,edges--co2_edge--unidirectional,edges--co2_edge--has_capacity,edges--co2_edge--start_vertex,edges--co2_emission_edge--commodity,edges--co2_emission_edge--unidirectional,edges--co2_emission_edge--has_capacity,edges--co2_emission_edge--end_vertex,edges--co2_captured_edge--commodity,edges--co2_captured_edge--unidirectional,edges--co2_captured_edge--has_capacity,edges--co2_captured_edge--end_vertex
BECCSAmmonia,BR_AC_residue_nh3,Biomass,TRUE,2.26,0.1,0,0,1.558,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_AC,188.6,69431033.69,2777260.384,14218.8,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_AL_residue_nh3,Biomass,TRUE,2.26,0.1,0,0,1.558,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_AL,188.6,69431033.69,2777260.384,14218.8,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_AP_residue_nh3,Biomass,TRUE,2.26,0.1,0,0,1.558,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_AP,188.6,69431033.69,2777260.384,14218.8,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_AM_residue_nh3,Biomass,TRUE,2.26,0.1,0,0,1.558,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_AM,188.6,69431033.69,2777260.384,14218.8,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_BA_residue_nh3,Biomass,TRUE,2.26,0.1,0,0,1.558,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_BA,188.6,69431033.69,2777260.384,14218.8,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_CE_residue_nh3,Biomass,TRUE,2.26,0.1,0,0,1.558,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_CE,188.6,69431033.69,2777260.384,14218.8,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_DF_residue_nh3,Biomass,TRUE,2.26,0.1,0,0,1.558,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_DF,188.6,69431033.69,2777260.384,14218.8,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_ES_residue_nh3,Biomass,TRUE,2.26,0.1,0,0,1.558,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_ES,188.6,69431033.69,2777260.384,14218.8,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_GO_residue_nh3,Biomass,TRUE,2.26,0.1,0,0,1.558,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_GO,188.6,69431033.69,2777260.384,14218.8,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_MA_residue_nh3,Biomass,TRUE,2.26,0.1,0,0,1.558,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_MA,188.6,69431033.69,2777260.384,14218.8,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_MT_residue_nh3,Biomass,TRUE,2.26,0.1,0,0,1.558,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_MT,188.6,69431033.69,2777260.384,14218.8,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_MS_residue_nh3,Biomass,TRUE,2.26,0.1,0,0,1.558,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_MS,188.6,69431033.69,2777260.384,14218.8,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_MG_residue_nh3,Biomass,TRUE,2.26,0.1,0,0,1.558,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_MG,188.6,69431033.69,2777260.384,14218.8,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_PA_residue_nh3,Biomass,TRUE,2.26,0.1,0,0,1.558,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_PA,188.6,69431033.69,2777260.384,14218.8,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_PB_residue_nh3,Biomass,TRUE,2.26,0.1,0,0,1.558,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_PB,188.6,69431033.69,2777260.384,14218.8,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_PR_residue_nh3,Biomass,TRUE,2.26,0.1,0,0,1.558,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_PR,188.6,69431033.69,2777260.384,14218.8,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
BECCSAmmonia,BR_PE_residue_nh3,Biomass,TRUE,2.26,0.1,0,0,1.558,Residue,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,residue_BR_PE,188.6,69431033.69,2777260.384,14218.8,0,system/availability.csv,Availability_One,Ammonia,TRUE,FALSE,nh3_BR,Electricity,TRUE,FALSE,elec_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,TRUE,FALSE,co2_captured_BR
